urban_rural,region,age,gender,education,employment_status,occupation,country_direction,economic_condition,presidents_performance,trust_president,corruption_level,handle_economy,handle_corruption,news_radio,news_tv,news_newspapers,news_social_media,news_internet,voted_last_election,party_voted_for,education_grouped,occupation_grouped
Rural,Murang’a,27.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Part-time),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Every day,Every day,Never,Every day,Every day,I did not vote,Would not vote,Certificate/Diploma,Professional
Rural,Wajir,52.0,Woman,Informal schooling only (including Koranic schooling),Employed (Part-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the right direction,Fairly good,Approve,Just a little,Stayed the same,Fairly badly,Very badly,Every day,Never,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Informal Schooling,Skilled/Unskilled Labor
Rural,Bungoma,34.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Very bad,Approve,Just a little,Increased a lot,Very badly,Fairly badly,Every day,Every day,Never,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Certificate/Diploma,Skilled/Unskilled Labor
Rural,Wajir,32.0,Man,Informal schooling only (including Koranic schooling),Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased a lot,Very badly,Very badly,Every day,Less than once a month,Never,Never,Never,I voted in the election,Would not vote,Informal Schooling,Agriculture
Rural,Bungoma,52.0,Woman,Primary school completed,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the right direction,Fairly good,Approve,Somewhat,Decreased somewhat,Fairly well,Fairly well,Less than once a month,Every day,Never,Never,Never,I voted in the election,Undecided/No Response,Primary School,Agriculture
Rural,Bungoma,58.0,Woman,Secondary school / high school completed,Employed (Part-time),Agriculture / farming / fishing / forestry,Going in the wrong direction,Neither good nor bad,Approve,Somewhat,Increased somewhat,Fairly well,Fairly badly,Every day,Less than once a month,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Agriculture
Rural,Bungoma,58.0,Man,Primary school completed,Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Fairly bad,Disapprove,Just a little,Increased a lot,Fairly badly,Fairly badly,Every day,A few times a month,A few times a month,Less than once a month,Less than once a month,I voted in the election,KANU,Primary School,Skilled/Unskilled Labor
Rural,Makueni,61.0,Man,Secondary school / high school completed,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Approve,Just a little,Undecided/No Response,Fairly badly,Fairly badly,Every day,Never,Never,Never,Never,I voted in the election,Wiper Democratic Movement (WDM–K),Secondary School,Agriculture
Rural,Makueni,66.0,Man,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Never had a job,Going in the wrong direction,Fairly bad,Disapprove,Just a little,Increased a lot,Very badly,Very badly,Every day,Never,Never,Never,Never,I did not vote,Wiper Democratic Movement (WDM–K),Secondary School,Undecided/No Response
Rural,Lamu,28.0,Man,Primary school completed,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased somewhat,Very badly,Very badly,Never,Never,Never,Every day,Every day,I voted in the election,Undecided/No Response,Primary School,Skilled/Unskilled Labor
Rural,Lamu,22.0,Woman,Primary school completed,Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the right direction,Neither good nor bad,Disapprove,Not at all,Stayed the same,Fairly badly,Fairly well,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,I did not vote,Would not vote,Primary School,Agriculture
Rural,Makueni,28.0,Woman,Secondary school / high school completed,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Neither good nor bad,Approve,Somewhat,Stayed the same,Fairly well,Fairly badly,Every day,A few times a week,A few times a week,Every day,A few times a month,I voted in the election,Wiper Democratic Movement (WDM–K),Secondary School,Agriculture
Rural,Lamu,28.0,Man,Primary school completed,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Fairly bad,Approve,Just a little,Increased somewhat,Fairly well,Fairly badly,A few times a month,A few times a month,Never,A few times a month,A few times a month,I voted in the election,Orange Democratic Movement (ODM),Primary School,Skilled/Unskilled Labor
Rural,Lamu,29.0,Woman,Secondary school / high school completed,Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,A few times a month,Every day,Never,Less than once a month,Never,I did not vote,Orange Democratic Movement (ODM),Secondary School,Trader
Urban,Nairobi,27.0,Woman,Primary school completed,Employed (Part-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly good,Approve,Somewhat,Stayed the same,Fairly well,Fairly well,A few times a week,Every day,Never,A few times a week,A few times a week,I voted in the election,Would not vote,Primary School,Skilled/Unskilled Labor
Rural,Embu,50.0,Woman,Primary school completed,Unemployed (Actively looking),Trader / hawker / vendor,Going in the wrong direction,Very bad,Approve,A lot,Increased somewhat,Fairly badly,Fairly well,Every day,Every day,Never,Never,Never,I voted in the election,Undecided/No Response,Primary School,Trader
Rural,Makueni,45.0,Woman,Some primary schooling,Employed (Full-time),Retail / Shop,Going in the wrong direction,Very bad,Strongly approve,A lot,Increased a lot,Very badly,Very badly,Every day,Every day,Never,Never,Never,I voted in the election,Wiper Democratic Movement (WDM–K),Primary School,Trader
Urban,Nairobi,23.0,Man,University completed,Unemployed (Actively looking),Student,Going in the right direction,Fairly bad,Approve,Somewhat,Increased a lot,Fairly well,Very badly,Never,Every day,Never,Every day,Every day,I voted in the election,Undecided/No Response,Bachelors Degree,Student
Urban,Nairobi,46.0,Woman,Primary school completed,Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Very bad,Disapprove,Somewhat,Increased somewhat,Very badly,Very badly,Never,Every day,Never,Never,Never,I voted in the election,Would not vote,Primary School,Trader
Rural,Embu,32.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),Retail / Shop,Going in the wrong direction,Fairly bad,Disapprove,Somewhat,Increased a lot,Fairly badly,Very badly,Every day,Every day,Less than once a month,Every day,Every day,I did not vote,Would not vote,Certificate/Diploma,Trader
Rural,Embu,36.0,Woman,Primary school completed,Unemployed (Not looking),Housewife / homemaker,Going in the wrong direction,Very bad,Disapprove,Somewhat,Increased a lot,Fairly badly,Fairly badly,A few times a week,Never,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Primary School,Housewife
Rural,Wajir,19.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Not looking),Student,Going in the wrong direction,Fairly good,Strongly disapprove,Not at all,Increased a lot,Fairly well,Very badly,A few times a week,A few times a month,A few times a month,Every day,Every day,I did not vote,Orange Democratic Movement (ODM),Certificate/Diploma,Student
Urban,Nairobi,24.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),Trader / hawker / vendor,Undecided/No Response,Fairly bad,Disapprove,Not at all,Stayed the same,Fairly well,Very badly,Never,Every day,Never,Every day,Every day,I voted in the election,Would not vote,Certificate/Diploma,Trader
Rural,Kirinyaga,50.0,Woman,Secondary school / high school completed,Employed (Full-time),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Disapprove,Just a little,Increased a lot,Fairly badly,Fairly badly,Every day,Every day,Never,Every day,Never,I voted in the election,Would not vote,Secondary School,Agriculture
Rural,Kirinyaga,38.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Part-time),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased a lot,Very badly,Very badly,Every day,A few times a week,Every day,Every day,Every day,I voted in the election,Would not vote,Certificate/Diploma,Agriculture
Rural,Wajir,37.0,Man,Some primary schooling,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Fairly bad,Disapprove,A lot,Decreased somewhat,Fairly badly,Fairly badly,Every day,Never,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Primary School,Skilled/Unskilled Labor
Rural,Kirinyaga,47.0,Man,University completed,Employed (Full-time),"Upper-level professional (e.g., banker/finance, doctor, lawyer, engineer, accountant, professor, senior-level government",Going in the wrong direction,Fairly bad,Disapprove,Just a little,Stayed the same,Very badly,Very badly,Every day,A few times a week,A few times a month,Every day,Every day,I voted in the election,National Rainbow Coalition,Bachelors Degree,Professional
Rural,Wajir,37.0,Woman,Secondary school / high school completed,Unemployed (Not looking),Housewife / homemaker,Going in the right direction,Fairly good,Approve,Just a little,Decreased somewhat,Very badly,Fairly badly,Every day,Never,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Housewife
Rural,Embu,34.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Actively looking),Trader / hawker / vendor,Going in the wrong direction,Neither good nor bad,Approve,Not at all,Stayed the same,Very badly,Fairly well,Every day,A few times a week,Never,A few times a week,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Trader
Rural,Kirinyaga,40.0,Man,Primary school completed,Employed (Full-time),Retail / Shop,Going in the right direction,Neither good nor bad,Approve,A lot,Stayed the same,Fairly well,Fairly badly,Every day,Every day,Never,Every day,Every day,I voted in the election,Would not vote,Primary School,Trader
Rural,Wajir,35.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Part-time),Trader / hawker / vendor,Going in the wrong direction,Fairly bad,Approve,Just a little,Stayed the same,Very badly,Very badly,Never,Every day,Never,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Certificate/Diploma,Trader
Rural,Lamu,27.0,Man,Secondary school / high school completed,Employed (Full-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the right direction,Fairly bad,Approve,Just a little,Decreased somewhat,Fairly well,Fairly well,Every day,Every day,Never,A few times a month,A few times a month,I voted in the election,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Rural,Turkana,31.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly good,Approve,Just a little,Increased somewhat,Very badly,Fairly well,Every day,Less than once a month,A few times a week,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Certificate/Diploma,Skilled/Unskilled Labor
Rural,Turkana,28.0,Man,Some primary schooling,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Decreased somewhat,Very badly,Fairly well,Every day,A few times a week,Never,Less than once a month,Never,I voted in the election,Orange Democratic Movement (ODM),Primary School,Skilled/Unskilled Labor
Rural,Lamu,23.0,Woman,Primary school completed,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Never,Never,Never,Never,Never,I voted in the election,Undecided/No Response,Primary School,Agriculture
Rural,Bungoma,45.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Trader / hawker / vendor,Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased a lot,Very badly,Very badly,A few times a week,A few times a week,Never,A few times a week,A few times a week,I did not vote,United Democratic Alliance (UDA),Secondary School,Trader
Rural,Lamu,32.0,Man,Secondary school / high school completed,Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Disapprove,Somewhat,Decreased somewhat,Fairly badly,Fairly well,Every day,Every day,Never,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Agriculture
Rural,Turkana,50.0,Man,Primary school completed,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased a lot,Very badly,Very badly,Less than once a month,Never,Never,Never,Never,I voted in the election,Undecided/No Response,Primary School,Skilled/Unskilled Labor
Rural,Embu,27.0,Man,Some university,Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Fairly bad,Approve,Somewhat,Decreased somewhat,Fairly well,Fairly well,Every day,A few times a week,Never,Every day,A few times a month,I did not vote,Orange Democratic Movement (ODM),Bachelors Degree,Agriculture
Rural,Kisii,18.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Actively looking),Student,Going in the wrong direction,Fairly bad,Disapprove,Not at all,Increased a lot,Fairly badly,Very badly,Every day,Every day,Less than once a month,A few times a week,A few times a week,I did not vote,Orange Democratic Movement (ODM),Secondary School,Student
Rural,Turkana,43.0,Woman,Some primary schooling,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly approve,A lot,Increased a lot,Fairly badly,Fairly badly,Every day,Never,Never,Never,Never,I voted in the election,Undecided/No Response,Primary School,Skilled/Unskilled Labor
Rural,Kisii,33.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Fairly bad,Disapprove,A lot,Increased a lot,Very badly,Fairly badly,Every day,A few times a week,Never,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Certificate/Diploma,Agriculture
Rural,Kisii,20.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),Trader / hawker / vendor,Going in the wrong direction,Very bad,Disapprove,Just a little,Increased somewhat,Fairly well,Fairly badly,Every day,Every day,A few times a week,Every day,Every day,I voted in the election,Would not vote,Secondary School,Trader
Rural,Bungoma,40.0,Man,Intermediate school or Some secondary school / high school,Employed (Full-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Fairly bad,Disapprove,Just a little,Stayed the same,Fairly badly,Very badly,A few times a week,A few times a week,Never,A few times a month,Less than once a month,I did not vote,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Rural,Lamu,25.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),Trader / hawker / vendor,Going in the right direction,Neither good nor bad,Approve,Somewhat,Stayed the same,Fairly well,Fairly well,A few times a week,Less than once a month,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Trader
Urban,Nairobi,24.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Neither good nor bad,Disapprove,Somewhat,Stayed the same,Fairly well,Very badly,Less than once a month,A few times a week,Never,Every day,Every day,I voted in the election,Would not vote,Certificate/Diploma,Skilled/Unskilled Labor
Rural,Bungoma,72.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Not looking),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Very bad,Disapprove,Just a little,Stayed the same,Very well,Fairly badly,Every day,Every day,Less than once a month,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Certificate/Diploma,Professional
Urban,Nairobi,32.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Actively looking),Trader / hawker / vendor,Going in the right direction,Fairly good,Approve,Somewhat,Stayed the same,Fairly well,Very badly,Never,Every day,Never,Never,Never,I did not vote,Would not vote,Secondary School,Trader
Urban,Nairobi,19.0,Man,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Student,Going in the wrong direction,Fairly bad,Approve,Just a little,Increased a lot,Very badly,Very badly,Never,Every day,Never,Every day,Every day,I was too young to vote,United Democratic Alliance (UDA),Secondary School,Student
Rural,Bungoma,63.0,Woman,Primary school completed,Unemployed (Not looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the right direction,Very bad,Disapprove,Just a little,Stayed the same,Very badly,Very badly,A few times a week,A few times a month,Less than once a month,Less than once a month,Less than once a month,I voted in the election,Orange Democratic Movement (ODM),Primary School,Skilled/Unskilled Labor
Rural,Kirinyaga,24.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Fairly good,Disapprove,Not at all,Increased a lot,Fairly well,Fairly badly,A few times a week,A few times a month,A few times a month,A few times a month,A few times a month,I voted in the election,Undecided/No Response,Certificate/Diploma,Agriculture
Urban,Nairobi,30.0,Man,Secondary school / high school completed,Employed (Part-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Fairly bad,Strongly disapprove,Not at all,Increased somewhat,Fairly badly,Very badly,Every day,Every day,Less than once a month,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Skilled/Unskilled Labor
Rural,Kirinyaga,25.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),Never had a job,Going in the right direction,Very good,Strongly approve,A lot,Stayed the same,Very badly,Very badly,Every day,Every day,Never,A few times a month,Never,I did not vote,Would not vote,Secondary School,Undecided/No Response
Rural,Kisii,21.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),"Security services (police, army, private security)",Going in the right direction,Neither good nor bad,Disapprove,Just a little,Increased somewhat,Fairly well,Fairly well,Every day,Every day,A few times a month,Every day,Every day,I did not vote,Would not vote,Secondary School,Security Services
Rural,Turkana,19.0,Man,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Student,Going in the right direction,Very bad,Strongly disapprove,Just a little,Decreased somewhat,Very badly,Very badly,A few times a week,Every day,Never,A few times a month,A few times a month,I did not vote,United Democratic Alliance (UDA),Secondary School,Student
Rural,Kirinyaga,40.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Housewife / homemaker,Going in the right direction,Very good,Approve,Not at all,Increased a lot,Fairly well,Very badly,Never,Every day,Never,Every day,A few times a week,I voted in the election,United Democratic Alliance (UDA),Secondary School,Housewife
Rural,Kirinyaga,24.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Neither good nor bad,Approve,Just a little,Increased a lot,Fairly well,Very badly,A few times a week,A few times a week,Never,Every day,Every day,I voted in the election,Would not vote,Certificate/Diploma,Skilled/Unskilled Labor
Rural,Turkana,50.0,Woman,No formal schooling,Unemployed (Not looking),Housewife / homemaker,Going in the wrong direction,Very bad,Strongly disapprove,Somewhat,Increased a lot,Very badly,Very badly,Less than once a month,Never,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Informal Schooling,Housewife
Rural,Turkana,21.0,Woman,Some primary schooling,Unemployed (Not looking),Housewife / homemaker,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Fairly badly,Every day,Never,Never,Never,Never,I did not vote,Would not vote,Primary School,Housewife
Rural,Embu,33.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Fairly bad,Approve,Just a little,Stayed the same,Fairly well,Fairly badly,Every day,Every day,A few times a month,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Certificate/Diploma,Professional
Rural,Embu,22.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Fairly bad,Strongly approve,Just a little,Increased somewhat,Fairly badly,Very badly,Every day,A few times a week,Never,Every day,Every day,I did not vote,United Democratic Alliance (UDA),Certificate/Diploma,Trader
Rural,Embu,28.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Fairly bad,Approve,Just a little,Increased somewhat,Fairly badly,Fairly well,Every day,Every day,Never,Every day,Every day,I voted in the election,Undecided/No Response,Certificate/Diploma,Skilled/Unskilled Labor
Rural,Kisii,61.0,Man,Secondary school / high school completed,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the right direction,Very bad,Strongly approve,A lot,Decreased somewhat,Fairly well,Fairly badly,Never,Every day,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Agriculture
Rural,Kisii,49.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Part-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Fairly bad,Approve,Somewhat,Increased somewhat,Fairly badly,Very badly,Every day,Never,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Certificate/Diploma,Skilled/Unskilled Labor
Rural,Kisii,23.0,Man,Secondary school / high school completed,Unemployed (Not looking),Trader / hawker / vendor,Going in the right direction,Fairly good,Approve,A lot,Increased somewhat,Fairly well,Fairly badly,Every day,Every day,Every day,A few times a week,Every day,I did not vote,Orange Democratic Movement (ODM),Secondary School,Trader
Rural,Turkana,41.0,Man,Primary school completed,Employed (Full-time),Retail / Shop,Going in the right direction,Very bad,Undecided/No Response,Undecided/No Response,Increased a lot,Fairly well,Undecided/No Response,Every day,Every day,Never,Every day,Never,I voted in the election,Undecided/No Response,Primary School,Trader
Rural,Makueni,32.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Fairly bad,Disapprove,Just a little,Decreased somewhat,Fairly badly,Fairly well,Every day,A few times a week,Never,A few times a week,A few times a week,I did not vote,Undecided/No Response,Secondary School,Agriculture
Rural,Makueni,45.0,Woman,Primary school completed,Employed (Full-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Fairly bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Fairly badly,Every day,Every day,Never,Never,Never,I voted in the election,Wiper Democratic Movement (WDM–K),Primary School,Skilled/Unskilled Labor
Rural,Makueni,25.0,Man,Secondary school / high school completed,Employed (Part-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Approve,Somewhat,Increased a lot,Very badly,Very badly,Every day,Never,Never,Every day,Every day,I voted in the election,Wiper Democratic Movement (WDM–K),Secondary School,Skilled/Unskilled Labor
Rural,Kisii,91.0,Man,University completed,Unemployed (Not looking),"Upper-level professional (e.g., banker/finance, doctor, lawyer, engineer, accountant, professor, senior-level government",Going in the wrong direction,Very bad,Disapprove,Somewhat,Stayed the same,Fairly well,Very badly,Every day,Every day,A few times a week,Never,Never,I voted in the election,Undecided/No Response,Bachelors Degree,Professional
Rural,Makueni,43.0,Man,Secondary school / high school completed,Employed (Part-time),Agriculture / farming / fishing / forestry,Going in the right direction,Neither good nor bad,Strongly approve,Somewhat,Stayed the same,Fairly well,Fairly well,A few times a week,Every day,Less than once a month,A few times a week,A few times a month,I voted in the election,Wiper Democratic Movement (WDM–K),Secondary School,Agriculture
Rural,Lamu,31.0,Woman,Primary school completed,Unemployed (Actively looking),"Security services (police, army, private security)",Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased somewhat,Very badly,Very badly,A few times a week,Less than once a month,Never,Never,Never,I voted in the election,Would not vote,Primary School,Security Services
Rural,Wajir,50.0,Man,University completed,Employed (Full-time),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Very bad,Disapprove,Not at all,Decreased somewhat,Very badly,Fairly well,Every day,A few times a week,A few times a month,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Bachelors Degree,Professional
Rural,Wajir,21.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),Housewife / homemaker,Going in the right direction,Very bad,Approve,Somewhat,Increased a lot,Fairly badly,Fairly badly,Every day,Never,Never,Every day,Every day,I did not vote,United Democratic Alliance (UDA),Certificate/Diploma,Housewife
Rural,Lamu,45.0,Man,No formal schooling,Unemployed (Actively looking),Trader / hawker / vendor,Going in the right direction,Neither good nor bad,Approve,A lot,Increased somewhat,Very badly,Very badly,Every day,Never,Never,Never,Never,I voted in the election,Undecided/No Response,Informal Schooling,Trader
Rural,Lamu,26.0,Man,Secondary school / high school completed,Employed (Full-time),"Security services (police, army, private security)",Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Fairly well,Every day,Every day,Every day,Every day,A few times a week,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Security Services
Rural,Wajir,20.0,Woman,Secondary school / high school completed,Employed (Part-time),Retail / Shop,Going in the right direction,Fairly good,Approve,Somewhat,Stayed the same,Very badly,Very badly,Never,Every day,Less than once a month,Every day,Every day,I was too young to vote,Orange Democratic Movement (ODM),Secondary School,Trader
Rural,Wajir,52.0,Man,Primary school completed,Employed (Full-time),Retail / Shop,Going in the right direction,Fairly good,Approve,Somewhat,Increased somewhat,Fairly badly,Fairly well,Every day,Every day,A few times a month,Never,Never,I voted in the election,United Democratic Alliance (UDA),Primary School,Trader
Rural,Lamu,21.0,Woman,Primary school completed,Unemployed (Not looking),Housewife / homemaker,Going in the right direction,Fairly bad,Strongly disapprove,A lot,Decreased somewhat,Fairly badly,Fairly well,A few times a week,A few times a week,Never,Never,Never,I did not vote,Undecided/No Response,Primary School,Housewife
Urban,Kirinyaga,25.0,Man,Secondary school / high school completed,Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Very good,Strongly approve,Somewhat,Decreased somewhat,Fairly well,Fairly well,A few times a week,Every day,Never,Every day,A few times a month,I voted in the election,Would not vote,Secondary School,Skilled/Unskilled Labor
Urban,Kirinyaga,36.0,Man,Secondary school / high school completed,Employed (Full-time),Trader / hawker / vendor,Going in the right direction,Fairly good,Approve,Somewhat,Stayed the same,Fairly well,Fairly badly,A few times a week,Every day,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Trader
Urban,Kirinyaga,25.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Fairly bad,Disapprove,Just a little,Increased somewhat,Fairly badly,Fairly badly,Every day,A few times a week,Never,Every day,Every day,I did not vote,Would not vote,Certificate/Diploma,Trader
Urban,Kirinyaga,24.0,Woman,University completed,Employed (Full-time),Supervisor / Foreman / Senior Manager,Going in the right direction,Fairly bad,Approve,Just a little,Increased a lot,Fairly well,Fairly well,A few times a month,A few times a week,Never,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Bachelors Degree,Professional
Rural,Makueni,50.0,Man,Primary school completed,Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Disapprove,Just a little,Increased a lot,Fairly badly,Fairly well,Every day,Never,Never,Never,Never,I voted in the election,Wiper Democratic Movement (WDM–K),Primary School,Agriculture
